polis_id,polis_name,region,latitude,longitude,territory_size,start_date,end_date,chrono_text,population,pop_text,urban_size_ha,ha_text,relocated,relocation_details,coins,constitution_type,walls,monuments,crisis
12-Matropolis,Matropolis,Akarnania and Adjacent Areas,38.35,21.15,2,-300,,"*Matropolis is not attested as a polis before C3, when the term is found in the urban sense in Polyb. 4.64.4 (r 219) and in the political sense in an inscription concerning a boundary dispute between Oiniadai (no. 130) and *Matropolis found in Aitolian Thermos (IG ix².1 3 B.8 (C3)). But the polis status of *Matropolis in the Classical period is strongly indicated by the toponym itself, the coinage of C4 (see infra), the membership of both the Aitolian and the Akarnanian Confederacies (see infra), and the existence of an urban centre at the site of Palaiomanina",,,,,False,,True,,True,akropolis,conquered
129-Medion,Medion,Akarnania and Adjacent Areas,38.45,21.1,2,-400,,"Medion is not attested as a polis before Polyb. 2.2.7, 11, 2.3.1 and 6 (r 231), where the term is found in the urban sense. But in theorodokoi lists of C4 it is recorded under the heading Akarnania, it is attested as a member of the Akarnanian Confederacy in C3, it struck coins and had a walled urban centre... So it was probably a polis already in the Classical period.",,,,,False,,True,,True,temple,
130-Oiniadai,Oiniadai,Akarnania and Adjacent Areas,38.25,21.1,3,,,"Messenians from Naupaktos (no. 165) attacked Oiniadai in 456/5 and forced its population to leave their town, but in the next year the Oiniadai returned. In 325/4, the Oiniadai were driven out by the Aitolians. On Kassander's advice the Oiniadai left their settlement in 314 and moved to Sauria.",,,59,"It enclosed the acropolis and the lower city, an area of altogether 59 ha, and may date from C5-C4",True,On Kassander's advice the Oiniadai left their settlement in 314 and moved to Sauria (Diod. 19.67.4). Strabo 10.2.2 mentions an old Oiniadai at a greater distance from the sea.,True,,True,"akropolis, temple","conflict, conquered"
131-Palairos,Palairos,Akarnania and Adjacent Areas,38.5,20.5,2,-500,,"Palairos was probably a polis already in C5: it was a member of the Akarnanian Confederacy, it had an urban centre, and it seems to have struck coins",,,,,False,,True,,True,"akropolis, agora, temple",conflict
132-Paleis,Paleis,Akarnania and Adjacent Areas,38.15,20.25,3,,,,,,,,False,,True,,True,"akropolis, temple",conflict
133-Phara,Phara,Akarnania and Adjacent Areas,38.4,21.35,,,,,,,,,False,,False,,,,
134-Phoitiai,Phoitiai,Akarnania and Adjacent Areas,38.4,21.1,2,-500,,It was probably a polis already in C5: it was a member of the Akarnanian Confederacy and it had an urban centre,,,,,False,,True,,True,"akropolis, temple",
135-Pronnoi,Pronnoi,Akarnania and Adjacent Areas,38.1,20.45,3,-500,,"Pronnoi is commonly identified with the site on the Pachni hill, where there are some remains of a Classical and Heltic settlement (C5-C3)",,,,,False,,True,,True,"akropolis, temple","conflict, earthquake"
136-Same,Same,Akarnania and Adjacent Areas,38.15,20.4,3,-500,,a small fortress of polygonal masonry at Pyrgos (C5-C3); Same struck various silver and bronze coins from C5 onward.,,,,,False,,True,,True,"akropolis, temple",
137-Sollion,Sollion,Akarnania and Adjacent Areas,,,,,-431,Sollion was conquered by the Athenians in 431/0 and handed over to the polis of Palairos... The presumption is that Sollion thereafter was the harbour of Palairos and had ceased to be a polis.,,,,,False,,False,,,,"conflict, conquered"
138-Stratos,Stratos,Akarnania and Adjacent Areas,38.4,21.2,2,-500,,"The oldest attested public enactment is the proxeny decree of C5 (IG ix².1 390). According to Thuc. 2.81.2, Stratos was a walled city in 429, which suggests that the existing enceinte dates from at least C5.",8000:unknown,"The C4 theatre of Stratos (now excavated) accommodated c. 8,000 spectators.",80,The circuit of walls built of pseudo-isodomic masonry and surrounding both the fortified acropolis and the town was about 7.5 km long and enclosed an area of c. 80 ha.,True,"In 314, on the advice of Cassander, many Akarnanians moved to Stratos (Diod. 19.67.4).",True,,True,"akropolis, agora, temple, bouleuterion, theatre, stoa",conflict
139-Thyrreion,Thyrreion,Akarnania and Adjacent Areas,38.5,21.0,2,-500,,"A sanctuary of Zeus Meilichios is attested in a C5 horos inscription. Thyrreion was a member of the Akarnanian Confederacy, had a walled urban centre and struck coins in C4; so it was probably a polis in the Classical period.",,,,,False,,True,,True,"akropolis, temple",
140-Torybeia,Torybeia,Akarnania and Adjacent Areas,38.45,21.05,2,,,"If one accepts the identification of the ruins of Komboti with Torybeia and the interpretation of the coins given below, there can be little doubt that Torybeia was a polis already in the Classical period.",,,,,False,,True,,True,"agora, stoa",
141-Zakynthos,Zakynthos,Akarnania and Adjacent Areas,37.45,20.55,4,,,,,,,,False,,True,,,"akropolis, temple",conflict
142-Agrinion,Agrinion,Aitolia,38.4,21.2,2,-350,,It seems reasonable to infer that Agrinion must have been a polis during the last decades of the Classical period.,,,,,True,"In 314, King Kassander of Macedon convened an ekklesia of the Akarnanians and persuaded them to leave the small and unfortified settlements and move into a few poleis of which Agrinion is explicitly mentioned. As a result the Derieis and other Akarnanians were synoecised into Agrinion.",False,,True,stoa,"conflict, conquered"
143-Aigition,Aigition,Aitolia,38.3,22.1,,,,"Thucydides calls Aigition a polis in the urban sense, describing how the inhabitants found refuge in the hills above the city... in 426",,,,,False,,False,,True,,conflict
144-Akripos,Akripos,Aitolia,,,,,,"The only thing we know about Akripos is that in, probably, 355 a theorodokos was appointed to host theoroi from Epidauros.",,,,,False,,False,,,,
145-Chalkis,Chalkis,Aitolia,38.2,21.35,1,,,"On the coast, upon the hill Hag. Triadha at modern Kato Vasiliki, are the remains of a defence circuit and some houses belonging to a settlement of the Classical and Heltic periods. Above the city on the southern slope of M. Varassova are substantial remains of a C5?-C4 fortress.",,,,,False,,True,,True,,"conflict, conquered"
146-Halikyrna,Halikyrna,Aitolia,38.25,21.3,1,,,,,,,,False,,False,,True,,
147-Kallion,Kallion (Kallieus) / Kallipolis (Kallipolites),Aitolia,38.35,22.1,,-460,,"Kallipolis was founded in C4m at the latest, and was from the outset laid out as a planned city.",,,25,Excavations have revealed substantial remains of a defence circuit (enclosing an area of c. 25 ha),False,,False,,True,"akropolis, temple, bouleuterion, theatre, stoa",
148-Kalydon,Kalydon,Aitolia,38.2,21.3,2,-700,,"the temples of Artemis Laphria (C7, rebuilt several times); the sanctuary of Apollo Laphrios is attested through a C6 boundary stone; The earliest epigraphical reference to a polis Kalydoniôn is on a C2 statue base. In the Iliad Kalydon is described as a polis in the Heroic Age.",,,25,The walls enclosed an area of c. 25 ha.,False,,False,,True,"akropolis, temple","conflict, conquered"
149-Makynea,Makynea,Aitolia,38.2,21.45,2,,,Strabo criticises Hellanikos (fr. 118) for classifying Makynea as a polis founded in the Heroic Age. That Makynea was a polis in the Classical period is indicated by a C4 proxeny decree from Delphi.,,,,,False,,False,,True,theatre,
150-Molykreion,Molykreion,Aitolia,38.2,21.45,2,,,"In C6/C5 Molykreion was within the Corinthian sphere of influence, but by C5m it had passed into the Athenian sphere and from, probably, C5l it was under Aitolian influence. Thucydides (3.102.2) describes Molykreion as a Corinthian colony that had become an Athenian satellite.",,,,,False,,False,,True,"temple, stoa","conflict, conquered"
151-Phola,Phola,Aitolia,,,,-420,,"The only evidence that it was already a polis in the Classical period is the name Tityros Pholaieus, recorded in two Attic sepulchral inscriptions (IG ii² 10036 (C5l-C4e), 10482) where the individual and external use of the ethnic indicates that it is a city-ethnic rather than a sub-ethnic",,,,,False,,False,,,,
152-Phylea,Phylea,Aitolia,,,,,,"in, probably, 355 a theorodokos was appointed to host theoroi from Epidauros",,,,,False,,False,,,,
153-Pleuron,Pleuron,Aitolia,38.25,21.25,,,,"In the Catalogue of Ships Pleuron is recorded as an Aitolian city (Il. 2.639). Pleuron was originally an independent polis. In C5/C4 it became-like Kalydon-a member of the early Achaian Federation. In C4m/s it became integrated into the Aitolian Federation. In C3s Pleuron was destroyed, but the city was soon rebuilt at a nearby but more elevated place.",,,,,True,"In C3s Pleuron was destroyed, but the city was soon rebuilt at a nearby but more elevated place (Strabo 10.2.4). Old Pleuron was situated on the coast between the rivers Acheloos and Euenos near Kalydon. New Pleuron has been identified with the ancient settlement at modern Kato Retsina, on the southern side of Mt. Arakynthos.",False,,,temple,conflict
154-Proschion,Proschion,Aitolia,,,,,,"theorodokoi were appointed to host theoroi from Epidauros (IG iv² 95.38), and a citizen of Proschion is honoured in a Delphic proxeny decree of the early Heltic period. Combined, the two sources indicate that Proschion was a polis, at least in the late Classical period.",,,,,True,According to Strabo (10.2.6) Pylene-mentioned in the Homeric Catalogue of Ships (Il. 2.639)-was later moved to a more elevated place and renamed Proschion.,False,,,,
155-Therminea,Therminea,Aitolia,,,,,,"the only thing we know about Therminea is that in, probably, 355 a theorodokos was appointed to host theoroi from Epidauros",,,,,False,,False,,,,
156-Trichoneion,Trichoneion,Aitolia,38.3,21.3,,-400,,that Trichoneion was a polis and a member of the Aitolian Federation already in C4f is implied by an Athenian decree of 367 in which the Trichoneians are charged with having broken a sacred truce (Tod 137).,,,,,False,,False,,True,,
157-Alpa,Alpa,West Lokris,38.25,22.1,,,,"Thuc. 3.101.2, where... in 426, the Alpaioi had to provide hostages to the Peloponnesian League alongside a number of other Lokrian communities",,,,,False,,False,,,,conflict
158-Amphissa,Amphissa,West Lokris,38.3,22.2,2,,,"In 480 Amphissa served as a place of refuge for the Phokians and the Delphians (Hdt. 8.32.2, 36.2). Amphissa is then not mentioned again in the sources until the Peloponnesian War. However, in spite of Strabo 9.4.8 (cf. 9.3.4), it seems that the city was not destroyed in 338 (Lerat (1952) ii. 53-54).",,,1.0,"There are still remains of the ancient acropolis wall, built partly in Lesbian masonry and enclosing an area of 1 ha.",False,,True,,True,akropolis,"conflict, conquered"
159-Chaleion,Chaleion,West Lokris,38.2,22.2,2,-500,,IG ix².1 718.47 (C5f); IG ix².1 717.7 (C5m); attesting to the participation of Chaleion in the C5f colonisation of Naupaktos,,,8,The defence circuit at this site encloses an area of 8 ha and dates from C4l or C3e,False,,False,oligarchy,True,,
160-Hyaia,Hyaia (Hyaios) (with Polis),West Lokris,,,,,,"Among the Lokrian peoples who were in contact with the Spartan Eurylochos in 426, Thucydides mentions the Hyaioi. In the Heltic period the Hyaioi and the Polieis were distinct political communities, and each was a polis: c. 200 the polis of the Hyaians set up a statue in Thermos.",,,,,False,,False,,,akropolis,"conflict, conquered"
161-Hypnia,Hypnia,West Lokris,38.25,22.2,1,-426,,"Hypnia is explicitly called a polis in the C2e sympoliteia with neighbouring Myania (F.Delphes iii.4 352.ii.4-5). The Heltic evidence should be combined, retrospectively, with Thucydides' information at 3.101.2 that, in 426, the Hypnians had to provide hostages to the Peloponnesian League alongside a number of other Lokrian communities.",,,,,False,,False,,,,conflict
162-Issioi,Issioi,West Lokris,,,,,,,,,,,False,,False,,,,conflict
163-Messapioi,Messapioi,West Lokris,,,,,,"The attestation of a Messapian treasurer of 337/6 should be combined, retrospectively, with Thucydides' information at 3.101.2 that, in 426, the Messapians had to provide hostages to the Peloponnesian League alongside a number of other Lokrian communities",,,,,False,,False,,,,conflict
164-Myania,Myania,West Lokris,38.3,22.2,1,-426,,"Myania is attested as a polis in the sympoliteia with Hypnia (no. 161) of c. 190. The main reason for classifying Myania as a polis in the Archaic and Classical periods is Thucydides' information at 3.101.2 that, in 426, the Myonians had to provide hostages to the Peloponnesian League alongside a number of other Lokrian communities.",,,8,remains of an ancient cemetery and of a defence circuit enclosing an area of c. 8 ha,False,,False,,True,,conflict
165-Naupaktos,Naupaktos,West Lokris,38.2,21.5,2,,,"According to Ps.-Skymnos 479, Naupaktos was a Dorian polis founded in the Heroic Age by Temenos. In C5f contingents of colonists were sent to Naupaktos from East Lokris and Chaleion.","500:-427, 600:-410","provided strong contingents of hoplites, testifying to the large size of the population (500 hoplites in 427 (Thuc. 3.75.1), 600 in 410 (Diod. 13.48.6)).",,,False,,False,,True,"akropolis, agora","conflict, conquered"
166-Oianthea,Oianthea,West Lokris,38.15,22.1,,,,The earliest attestation of Oianthea as a polis in the political sense is in a C2 manumission inscription (IG ix².1 709 a.2); that it was a polis community in the Classical period as well is apparent from the treaty with Chaleion of C5m. The individual and external use is found on a C7-C6 cenotaph of a Korkyrean proxenos (ML 4.2).,,,,,False,,True,tyranny,,,conflict
167-Tolophon,Tolophon,West Lokris,38.2,22.15,1,,,Tolophon is attested as a polis in the political sense in an inscription of C2m (IG ix².1 715) found in situ at Vidavi/Marmara and thus identifying the site. The reason for including Tolophon in this inventory of Archaic and Classical poleis is Thucydides' information at 3.101.2,,,,,False,,False,,,,
168-Tritea,Tritea,West Lokris,38.2,22.2,1,-426,,"in 426, the Triteians had to provide hostages to the Peloponnesian League alongside a number of other Lokrian communities",,,1,"Tritea was situated at modern Pendeoria, where there is an undated defence circuit enclosing an area of c. 1 ha",False,,False,,True,,conflict
169-Abai,Abai,Phokis,38.35,22.55,2,-700,,The remains found in the neighbouring sanctuary and in the cemetery date back to C7,,,16,"Both the acropolis and the lower town were fortified, and the walls enclosed an area of c. 16 ha.",False,,False,,True,"akropolis, agora, temple, theatre","conflict, conquered, fire"
170-Aiolidai,Aiolidai,Phokis,38.25,22.45,,,-480,Herodotos' account at 8.35.1 of Xerxes' march in 480 from Phanoteus towards Delphi when *Aiolidai was burnt to the ground,,,,,False,,False,,,,"conflict, conquered, fire"
171-Ambryssos,Ambryssos,Phokis,37.55,22.4,2,-500,,"The earliest attestation of Ambryssos as a polis is of C2 (IG ix.1 10.1-2), but it is retrospectively attested as a polis in the urban sense at Paus. 10.3.2, where it is listed among the Phokian cities dioikised in 346. If one accepts the historicity of this war (but cf. Ellinger (1993) 17-22, contra Pritchett (1996)) we have here the oldest attestation of Ambryssos as a polis.",,,,,False,,False,,True,"agora, temple","conflict, conquered"
172-Amphikaia,Amphikaia,Phokis,38.4,22.35,2,,,Amphikaia was burnt to the ground in connection with Xerxes' invasion of Phokis in 480. Pausanias treats Amphikaia as a polis once again in connection with the dioikismos of the Phokian cities in 346 after the Third Sacred War.,,,5.0,The almost quadrangular fortification wall (c. 250 m (east-west) × c. 200 m (north-south)),False,,False,,True,,"conflict, conquered, fire"
173-Antikyra,Antikyra,Phokis,38.2,22.35,2,-600,,"A bronze statuette found in a sanctuary of Athena that was probably situated in the territory of Antikyra has a dedicatory inscription which, according to the editor, is 'Archaic': (C6-C5?). Excavations have revealed a sanctuary of Athena of the Archaic and Classical periods (BCH 89 (1955) 257 (C6f)).",,,,,False,,True,,True,"agora, temple, gymnasium",conflict
174-Boulis,Boulis,Phokis,38.15,22.5,2,-500,,"With Herakleia as a possible analogy (Thuc. 3. 92), it is tempting to connect the foundation with the strained relations between Doris and its neighbours in C5 (Thuc. 1. 107). But that remains a hypothesis. The inference seems to be that Boulis was a polis in the years 356-354.",,,,,False,,False,,True,temple,
175-Charadra,Charadra,Phokis,38.4,22.3,1,,,"Charadra is called a polis in the urban sense at Hdt. 8.33 and, retrospectively, at Paus. 10.3.2, in both passages in connection with Xerxes' invasion of Phokis in 480, when Charadra was burnt to the ground. Pausanias treats Charadra as a polis once again in connection with the dioikismos of the Phokian cities in 346 after the Third Sacred War.",,,,The northern part is too poorly preserved to estimate the area enclosed by the city wall.,False,,False,,True,akropolis,"conflict, conquered, fire"
176-Daulis,Daulis,Phokis,38.3,22.45,1,,,"Daulis is called polis in the urban sense by Hdt. 8.35.1 in connection with Xerxes' invasion of Greece in 480, when Daulis was burnt to the ground. Daulis is recorded by Paus. 10.3.2 among the cities exposed to dioikismos in 346. A terminus ante quem is, in any case, 198, when Daulis was conquered by the Romans (Livy 32.18.7).",,,5.0,The undated remains of the ancient defence circuit enclose an area of c. 200 × 250 m,False,,False,,True,,"conflict, conquered, fire"
177-Delphoi,Delphoi,Phokis,38.3,32.3,2,,,"evidence of a settlement within the sanctuary can be traced back to C10, and remains of a house have been dated to C8m",454:-500,"When the people voted with pebbles,the decree passed sometimes records the number of votes cast, and three such decrees are preserved: the first records a total of 454 votes (F.Delphes iii.1 294.i.2-3 (C4f)), the second over 400 votes (CID i 13.35-37 (C4f)), and the third 353 votes",2.3,The sanctuary (2.3 ha) is densely built and centres on the so-called Sacred Way which winds its way down the slopes of the temenos.,False,,True,democracy,True,"agora, temple, bouleuterion, prytaneion, theatre, gymnasium, law_courts","conflict, conquered, earthquake"
178-Drymos,Drymos,Phokis,38.45,22.35,2,,,"Drymos is called a polis in the urban sense at Hdt. 8.33 and, retrospectively, at Paus. 10.3.1 and 2, in both passages in connection with Xerxes' invasion of Phokis in 480, when Drymos was burnt to the ground. Paus. 10.3.2 treats Drymos as a polis in the urban sense in connection with the dioikismos of the Phokian cities in 346 after the Third Sacred War.",,,20,The upper part enclosed an area of c. 20 ha (Frazer (1898) 423-24; Dassios (1992) no. 2).,False,,False,,True,temple,"conflict, conquered, fire"
179-Echedameia,Echedameia,Phokis,,,,,,Echedameia is listed by Paus. 10.3.2 among the poleis (in the urban sense) exposed by Philip to dioikismos in 346.,,,,,False,,False,,,,"conflict, conquered"
180-Elateia,Elateia,Phokis,38.4,22.5,4,,,"According to a tradition reported by Paus. 8.4.4, 10.34.2-3 and attested already in C2, Elateia was founded by the Arkadian Elatos, the son of Arkas. In 346 it was one of the cities dioikised by Philip.",,,,,False,,False,,True,"akropolis, temple","conflict, conquered, earthquake, fire"
181-Erochos,Erochos,Phokis,38.4,22.35,1,-800,,The cemetery excavated at KatoSouvala contains remains of C8 onwards.,,,,,False,,False,,True,temple,"conflict, conquered, fire"
182-Hyampolis,Hyampolis,Phokis,38.35,22.55,1,,,"The recent excavations of the sanctuary of Artemis Elaphebolia and Apollo have revealed continuous habitation and utilisation from the Mycenaean age (LH iii C) to the Byzantine period. Hyampolis is called a polis in the urban sense by Hdt. 8. 33 in connection with Xerxes' invasion of Phokis in 480, when Hyampolis was burnt to the ground. Hyampolis is listed as one of the poleis exposed to dioikismos in 346.",,,5.6,A circuit wall encloses an area of some 280 m (north-south) by 200 m (east-west).,False,,False,,True,"agora, temple, bouleuterion, theatre","conflict, conquered, fire"
183-Kirrha,Kirrha,Phokis,38.25,22.3,,,,"The state of the evidence speaks against accepting Kirrha as a polis destroyed in C6e. On the contrary, the sources seem to substantiate the opposite view: that, in the Archaic period down to C6e, there was no polis of the Kirrhaioi whose territory had been consecrated to Apollo. The polis status of Krisa/Kirrha in C6e is an aetiological invention which became prominent in the context of the Third and Fourth Sacred Wars in order to explain the obscure origin of the hiera ge.",,,,,False,,False,,True,temple,"conflict, conquered"
184-Ledon,Ledon,Phokis,38.4,22.4,1,,-346,"Ledon was one of the poleis exposed to dioikismos in 346 (10.3.2). Pausanias reports that Ledon had once been a polis, but that in his time the few surviving Ledontians had abandoned their polis and settled near the Kephisos.",,,1.0,At Modi are the remains of a small fortification (100 × 100 m) in isodomic masonry,False,,False,,True,,"conflict, conquered"
185-Lilaia,Lilaia,Phokis,38.4,22.3,2,,,"After the dioikismos of 346 (Paus. 10. 3. 2) Lilaia was refounded (Paus. 10. 33. 3). The coins, the dioikismos in 346, and the recording of a Lilaian witnessing the payment of the Phokians' fine in 337/6 (IG ix. 1 111) are sufficient proof that Lilaia was a member of the Phokian koinon in C5 and C4.",,,,,True,"After the dioikismos of 346 (Paus. 10. 3. 2) Lilaia was refounded (Paus. 10. 33. 3). Additionally, the Archaic site may have been on a hill c. 1 km north-west of the C4 fortifications, with remains of a wall in polygonal masonry perhaps of C6, suggesting the polis may have moved from the earlier site to the Classical location.",True,,True,"akropolis, agora, temple, theatre","conflict, conquered"
186-Medeon,Medeon,Phokis,38.2,22.4,2,,-200,"Medeon disappears as a polis and becomes a phratria of Stiris. The cemetery was abandoned in C3m, according to Robert and Robert (BE (1970) 310) in connection with the sympoliteia which was probably entailed by a synoikismos. Only ruins were left in the time of Pausanias (10.36.6).",,,3.0,It measures 200 m (east-west) by 150 m (north-south),True,"The sympoliteia agreement between Medeon and Stiris resulted in Medeon disappearing as a polis and becoming a phratria of Stiris, probably entailed by a synoikismos. The cemetery was abandoned in C3m in connection with this sympoliteia.",False,,True,,"conflict, conquered"
187-Neon,Neon / Tithorea,Phokis,38.35,22.4,2,-480,,"Neon is called a polis in the urban sense at Hdt. 8.32.1 and 8.33 and, retrospectively, at Paus. 10.3.2 and 32.9, in both authors in connection with Xerxes' invasion of Phokis in 480, when Neon was burnt to the ground. The polis of Neon, demolished in 346, took the name of Tithorea when it was refounded on the same site by people returning from their temporary residence in the surrounding villages.",,,,The wall enclosed an area of max. c. 580 m (north-south) × 250 m (east-west).,True,"The polis of Neon, demolished in 346, took the name of Tithorea when it was refounded on the same site by people returning from their temporary residence in the surrounding villages (Paus. 10.32.9).",True,,True,"agora, temple","conflict, conquered, fire"
188-Parapotamioi,Parapotamioi,Phokis,38.35,22.5,2,-586,-346,"Parapotamioi was never rebuilt after the dioikismos in 346, but its population was distributed between the other poleis refounded in the 330s by the Boiotians and Athenians (Paus. 10.33.8 (rC4s)). The polis ceased to exist. Pausanias' mention of an Aichmeas Parapotamios, allegedly a victor in the first Pythian Games of 586 (10.33.7).",,,,,False,,False,,True,akropolis,"conflict, conquered, fire"
189-Pedieis,Pedieis,Phokis,38.4,22.4,2,,-346,"The presumption is that Pausanias omitted the city from his list by mistake, and that it disappeared for good in 346. But, depending on the date of CID ii 5, Pedieis may have disappeared earlier, which would also explain Pausanias' silence.",,,,,False,,False,,True,,"conflict, conquered, fire"
190-Phanoteus,"Phanoteus, Panopeus",Phokis,38.3,22.5,2,,,"Phanoteus is called a polis in the urban sense, with the political sense as a connotation, at Hdt. 8. 35. 1 in connection with Xerxes' invasion of Phokis in 480, when the town was burned to the ground. The Boiotian attack on Phanoteus in 395, as well as the dioikismos in 346, ensure that the polis belonged to the Phokian koinon in C4. Membership in C5, too, is to be assumed.",,,,Phanoteus is situated on a steep-sided hill measuring c. 600 m by 100 m,False,,False,,True,akropolis,"conflict, conquered, fire"
191-Phlygonion,Phlygonion,Phokis,38.3,22.45,2,-460,,"Phlygonion is recorded in Pausanias'list of poleis exposed to dioikismos in 346 (10.3.2). Pausanias' information is confirmed by the Delphic accounts, where the Phlygonians are recorded among the Phokian communities that paid the annual fine (CID ii 108.10 (322)). In literary sources the toponym is (Paus. 10.3.2 (rC4m)).",,,,,False,,False,,True,,"conflict, conquered"
192-Po[---],Po[---],Phokis,,,,,,The preamble of a payment in 337/6 of the fine imposed on the Phokians in 346 lists as one of the archons of the Phokians a Kritonos Po[----]ou,,,,,False,,False,,,,
193-Stiris,Stiris,Phokis,38.25,22.45,2,,,"Neither the toponym nor the city-ethnic is attested prior to the Heltic period; but Stiris is listed by Paus. 10 . 2 . 3 as one of the poleis exposed to dioikismos in 346, which shows that, in C4m, it was a member of the Phokian koinon.",,,,,False,,False,,True,temple,conquered
194-Teithronion,Teithronion,Phokis,38.4,22.35,2,,,"Teithronion is called a polis in the urban sense at Hdt. 8.33 and, retrospectively, at Paus. 10.3.1 and 2, in both passages in connection with Xerxes' invasion of Phokis in 480, when the town was burned to the ground. Paus. 10.3.2-3 treats Teithronion as a polis in the urban sense in connection with the dioikismos of the Phokian cities in 346 after the Third Sacred War.",,,,,False,,False,,True,,"conflict, conquered, fire"
195-Trachis,Trachis,Phokis,38.2,22.45,,,,"Neither the toponym nor the city-ethnic is attested prior to the Heltic period; but Trachis is listed by Paus. 10 . 2 . 3 as one of the poleis exposed to dioikismos in 346, which shows that, in C4m, it was a member of the Phokian koinon.",,,,,False,,False,,True,,conquered
196-Triteis,Triteis,Phokis,,,,,,"at 8.35, enumerating the Phokian poleis burnt down by the Persians in 480",,,,,False,,False,,,,"conflict, conquered, fire"
197-Troneia,Troneia,Phokis,38.45,22.4,1,,,"its contribution to the fine in 322 ensures that it was a member of the Phokian koinon and undoubtedly a polis. ... in the time of Pausanias, Troneia had been incorporated into Daulis",,,,,False,,False,,,temple,conquered
198-Akraiphia,Akraiphia,Boiotia,38.25,23.15,2,-800,,The settlement can be traced back to C8 (Fossey (1988) 269).,,,17,The circuit enclosed an area of c. 17 ha (Fossey (1988) 266-68; Garlan (1974) 98-112 and information from John Camp).,False,,True,oligarchy,True,"akropolis, temple, stoa",conquered
199-Alalkomenai,Alalkomenai,Boiotia,38.25,23.0,1,,,at least in the Archaic period Alalkomenai was probably a polis. Later Alalkomenai was incorporated into Koroneia.,,,,,False,,False,,,temple,conquered
200-Anthedon,Anthedon,Boiotia,38.3,23.25,2,,,"The settlement can be traced back to the Neolithic period, and there are remains of the Geometric, Archaic and Classical periods. That its status as a polis in the political sense stems at least from the beginning of the Third Federation (i.e.from 338).",,,30,The city walls encompassed both the hill and the harbour and enclosed an area of 30 ha (Wallace (1979) 58; Bintliff (1997a) 244).,False,,False,,True,"akropolis, agora, stoa",
201-Chaironeia,Chaironeia,Boiotia,38.3,22.55,2,,,The settlement can be traced back to the early Helladic period (Fossey (1988) 380).,,,23,The acropolis walls enclose an area of c. 15 ha. The size of the lower city is unknown (Fossey (1988) 376-79); Bintliff's guesstimate is c. 23 ha ((1997a) 244).,False,,True,oligarchy,True,"akropolis, temple, theatre","conflict, conquered"
202-Chorsiai,Chorsiai,Boiotia,38.15,22.55,2,,,"The settlement can be traced back to the early Helladic period, and there are remains of the Geometric, Archaic and Classical periods. In 346 Chorsiai was destroyed by the Thebans... The epigraphical and archaeological evidence shows that the city was soon resettled.",,,4.5,"According to Bintliff (1997a) 244, the habitation area amounted to between 1.7 and 4.5 ha. The walls enclose residential quarters of c. 1 ha.",False,,False,,True,"akropolis, temple","conflict, conquered"
203-Erythrai,Erythrai,Boiotia,38.15,23.25,1,,,"Apart from a few LH iii sherds, the settlement cannot be traced further back than the Classical period. Erythrai must have been annexed by Thebes before the synoecism of c. 431 when its population was moved to Thebes. By 395, however, Erythrai had been repopulated, but was still lying within the territory of Thebes.",,,,,True,"Erythrai must have been annexed by Thebes before the synoecism of c. 431 when its population was moved to Thebes. By 395, however, Erythrai had been repopulated, but was still lying within the territory of Thebes.",False,,True,akropolis,"conflict, conquered"
204-Eteonos-Skaphai,Eteonos/Skaphai,Boiotia,,,,,,The change of name may perhaps be connected with the refoundation of the town in c. 400 after the synoecism with Thebes (no. 221) in c. 431. Skaphai was one of the small unwalled settlements whose population was moved to Thebes in connection with the major synoecism at the outbreak of the Peloponnesian War.,,,,,True,Skaphai was one of the small unwalled settlements whose population was moved to Thebes in connection with the major synoecism at the outbreak of the Peloponnesian War (c. 431). The town may have been refounded c. 400 after the synoecism with Thebes.,False,,False,,conflict
205-Eutresis,Eutresis,Boiotia,38.15,23.15,1,,,The settlement can be traced back to the Neolithic period (Fossey (1988) 152). The attestation of the city-ethnic further suggests that Eutresis was still a polis in the Heltic period during the Third Federation.,,,20,it enclosed an area of between 13 and 20 ha (Bintliff (1997a) 244),False,,False,,True,,
206-Haliartos,Haliartos,Boiotia,38.25,23.05,2,,,The settlement can be traced back to the Neolithic period (Fossey (1988) 305-6). The urban centre reached its maximum size in C4 (Bintliff and Snodgrass (1988) 61-65).,,,42,"An ashlar circuit, probably of C4, encloses the lower city and covers an area of c. 42 ha (Fossey (1988) 301-5; Bintliff (1997a) 244).",False,,True,oligarchy,True,"akropolis, temple, stoa",conflict
207-Hyettos,Hyettos,Boiotia,38.35,23.05,2,-500,,There are no traces of habitation antedating the Archaic period (Fossey (1988) 294-95). The earliest explicit reference to Hyettos as a polis is in a military catalogue of c. 250 (SEG 26 498.3-4). But other evidence implies that Hyettos was a polis in the Archaic and Classical periods as well.,,,26,A surface survey of the urban centre shows that it covered c. 26 ha (Bintliff (1999) 15).,False,,True,oligarchy,True,akropolis,conflict
208-Hysiai,Hysiai,Boiotia,38.15,23.2,1,,,"Hysiai had been annexed by Athens, probably in 519, and was still part of Attika in 506; but in 479 Hysiai was lying in Plataian territory. Later in C5 Hysiai seems to have been a member of the sympoliteia led by Plataiai and must accordingly have been a part of Plataiis.",,,,,False,,False,,True,temple,"conflict, conquered"
